814 10
426 251 2201
427 384 8151
428 392 5622
429 125 3981
430 76 8161
431 230 3919
432 281 8876
433 202 9509
434 108 7224
435 88 929
436 58 3484
437 332 5103
438 191 5500
439 365 474
440 312 924
441 296 4168
442 246 6360
443 259 649
444 437 6621
445 189 6244
446 230 3835
447 94 2261
448 128 2174
449 283 3341
450 307 2743
451 104 6937
452 344 9314
453 131 5623
454 269 330
455 253 310
456 425 5237
457 189 4031
458 74 8090
459 440 1959
460 54 1583
461 286 2029
462 108 70
463 206 1075
464 412 9700
465 142 371
466 154 5180
467 252 6573
468 152 4790
469 453 8312
470 352 5140
471 99 6853
472 278 8385
473 425 8213
474 137 5177
475 268 4189
476 8 6864
477 259 6983
478 107 8111
479 363 5328
480 287 2117
481 178 6583
482 118 7582
483 312 6288
484 264 3507
485 39 3905
486 225 7405
487 469 8251
488 201 8368
489 231 2145
490 5 9993
491 233 1434
492 196 6304
493 375 4837
494 160 8185
495 141 9094
496 186 318
497 272 2976
498 158 6759
499 436 886
500 293 9769
501 33 8087
502 114 6305
503 180 6739
504 18 2888
505 262 9388
506 315 3698
507 50 7771
508 66 5975
509 420 7449
510 34 7221
511 268 9407
512 262 4590
513 360 3391
514 410 5284
515 417 4438
516 182 7205
517 186 4347
518 21 6999
519 205 7300
520 444 1620
521 466 5998
522 153 946
523 291 1983
524 160 7824
525 50 5866
526 57 2741
527 148 7705
528 511 8089
529 87 6818
530 500 7328
531 419 5078
532 251 1929
533 326 8791
534 470 8241
535 221 4401
536 137 9987
537 416 1365
538 223 360
539 98 9258
540 62 3291
541 371 2141
542 371 665
543 256 6291
544 327 5255
545 5 7624
546 166 7753
547 209 480
548 277 2367
549 419 494
550 514 3969
551 161 4910
552 96 1097
553 441 6690
554 459 3733
555 356 4128
556 552 8082
557 478 1432
558 415 1904
559 425 1008
560 297 8086
561 91 7321
562 281 7628
563 110 886
564 130 4791
565 211 389
566 544 3974
567 272 7481
568 528 7232
569 219 9685
570 293 7172
571 535 8659
572 345 6540
573 130 1111
574 368 1631
575 267 3908
576 117 920
577 530 569
578 112 1221
579 538 3866
580 208 7253
581 407 6049
582 390 4202
583 266 6059
584 236 4406
585 404 8266
586 339 401
587 313 8724
588 110 2296
589 59 3923
590 118 8498
591 210 112
592 193 3929
593 56 4133
594 305 8562
595 317 9676
596 235 4455
597 66 2829
598 481 5194
599 349 2188
600 104 188
601 403 8203
602 487 6885
603 493 7283
604 470 5061
605 203 8296
606 444 769
607 599 6110
608 329 5835
609 297 8544
610 599 9740
611 224 703
612 449 2591
613 486 5347
614 40 7295
615 462 6539
616 180 3229
617 554 2792
618 520 6560
619 185 4677
620 476 229
621 72 6225
622 219 6895
623 401 5525
624 445 3094
625 262 3181
626 251 1306
627 9 5449
628 186 3904
629 555 9247
630 496 9444
631 543 2997
632 572 5025
633 87 8381
634 16 1045
635 288 3385
636 543 2494
637 604 5180
638 59 3782
639 505 424
640 110 8092
641 548 3568
642 163 2129
643 146 6884
644 17 539
645 108 7869
646 131 2084
647 501 7587
648 157 4750
649 148 3725
650 21 9253
651 74 8668
652 353 5830
653 390 6795
654 616 388
655 176 8733
656 591 9425
657 5 6951
658 430 428
659 108 5077
660 334 2913
661 95 5490
662 315 1457
663 431 7027
664 254 6150
665 588 7871
666 383 3496
667 109 2150
668 148 2159
669 302 8764
670 333 8903
671 207 3555
672 103 8655
673 536 6202
674 571 2529
675 669 6492
676 199 8691
677 107 4460
678 134 2183
679 368 6077
680 255 313
681 273 856
682 140 719
683 138 1003
684 2 6508
685 548 7529
686 458 6599
687 401 2054
688 322 9245
689 495 4773
690 384 9994
691 110 703
692 437 6975
693 243 1685
694 328 5814
695 277 5767
696 216 7569
697 592 5563
698 498 9472
699 499 2641
700 480 1353
701 470 5716
702 14 5812
703 234 7368
704 129 3920
705 621 172
706 347 5903
707 418 4070
708 53 3307
709 173 7865
710 254 7302
711 395 6493
712 167 6736
713 154 979
714 404 3
715 76 4296
716 503 4514
717 141 8156
718 158 5416
719 590 4041
720 238 2851
721 502 1630
722 635 1377
723 229 4228
724 673 9751
725 177 4902
726 178 4268
727 372 2841
728 149 8071
729 99 8177
730 708 8733
731 515 1829
732 292 7079
733 213 962
734 13 8029
735 505 9441
736 706 8270
737 27 2525
738 649 8869
739 455 9312
740 588 2697
741 436 584
742 409 9928
743 545 8368
744 57 2262
745 689 3379
746 656 1390
747 103 1286
748 457 2591
749 744 1429
750 509 9569
751 44 3193
752 160 3700
753 289 3348
754 425 2855
755 318 5957
756 62 7465
757 1 8016
758 36 2254
759 129 7742
760 370 6255
761 462 2985
762 155 4327
763 439 9624
764 127 199
765 560 8343
766 256 4983
767 371 8615
768 114 3193
769 394 47
770 395 8203
771 254 2265
772 496 4898
773 754 6401
774 127 2730
775 620 5090
776 271 7609
777 666 6012
778 115 9111
779 82 4932
780 472 2956
781 337 2597
782 520 9172
783 446 5918
784 664 1615
785 78 4077
786 168 9932
787 135 4353
788 373 3037
789 305 508
790 590 5931
791 478 8769
792 188 2200
793 693 6426
794 680 8114
795 756 9226
796 203 537
797 571 460
798 604 7123
799 295 6089
800 176 4096
801 395 4468
802 777 2293
803 735 93
804 234 5842
805 568 6456
806 403 6783
807 272 9881
808 316 8258
809 461 3773
810 183 218
811 580 5894
812 513 3079
813 795 376
814 210 9091
507879 5
799546 17
15655 20
516188 2
128586 11
162080 20
479822 13
771362 11
247950 18
39822 10
