805 10
460 20 1935
461 349 3236
462 124 7244
463 233 9654
464 301 8973
465 162 3144
466 267 1620
467 410 7780
468 289 3826
469 335 4941
470 50 3694
471 354 1946
472 22 2411
473 242 1008
474 156 6421
475 105 5279
476 430 9973
477 443 3959
478 162 4137
479 384 527
480 14 3521
481 355 7186
482 129 9905
483 28 7466
484 233 9450
485 53 5779
486 238 1079
487 115 3481
488 17 4507
489 466 5756
490 62 1240
491 206 9479
492 136 937
493 476 7
494 184 8206
495 380 8645
496 388 250
497 458 6164
498 68 3325
499 446 9406
500 115 3175
501 332 5328
502 387 8689
503 481 1663
504 14 2598
505 437 9569
506 320 4450
507 54 3070
508 140 710
509 383 1037
510 398 5185
511 432 3470
512 222 6551
513 233 6990
514 285 955
515 223 1011
516 353 8516
517 392 5933
518 349 8736
519 186 1820
520 444 8384
521 488 1155
522 17 8583
523 124 9386
524 484 9637
525 345 6515
526 463 6823
527 5 2257
528 366 6437
529 509 284
530 259 3358
531 321 9951
532 223 6674
533 40 9416
534 527 5572
535 457 4796
536 384 4889
537 353 9306
538 470 3424
539 204 1420
540 342 2382
541 231 7303
542 296 9353
543 83 4688
544 492 346
545 338 1975
546 430 3308
547 41 6199
548 440 2425
549 35 5389
550 67 4955
551 75 8074
552 308 2249
553 477 8900
554 192 6598
555 79 603
556 360 5977
557 287 9463
558 398 7647
559 45 9919
560 261 25
561 292 5005
562 201 6605
563 74 7788
564 501 1800
565 327 1514
566 36 2622
567 309 522
568 424 9729
569 334 5562
570 160 6762
571 412 8255
572 436 7968
573 221 4743
574 127 7913
575 538 619
576 26 4649
577 154 8997
578 488 2706
579 119 6782
580 568 572
581 577 2707
582 430 6149
583 505 8018
584 202 139
585 128 4695
586 431 3727
587 45 1823
588 535 2384
589 574 6132
590 209 7310
591 217 8786
592 384 9339
593 280 3508
594 248 855
595 563 949
596 392 8733
597 495 6505
598 77 835
599 391 4575
600 84 1080
601 526 8321
602 213 4615
603 275 7874
604 383 4963
605 486 9137
606 211 4891
607 593 9681
608 533 928
609 6 5344
610 166 4577
611 118 7999
612 494 7754
613 247 7380
614 282 8378
615 71 8636
616 192 2105
617 28 5635
618 514 1691
619 57 5646
620 278 5927
621 153 3414
622 343 8006
623 529 5842
624 467 6868
625 435 1727
626 198 2095
627 616 9014
628 379 3486
629 352 3325
630 167 8323
631 553 697
632 385 2430
633 275 3894
634 423 5359
635 483 1163
636 366 3235
637 324 6502
638 419 981
639 422 5486
640 37 4101
641 14 2326
642 58 3386
643 68 4035
644 295 6815
645 644 336
646 111 135
647 540 3179
648 16 2125
649 415 5025
650 421 1959
651 472 9440
652 31 6164
653 456 903
654 598 3528
655 252 8606
656 294 428
657 341 8349
658 64 4052
659 584 852
660 135 8683
661 432 116
662 436 9216
663 535 7376
664 92 5079
665 592 8081
666 162 2633
667 346 3167
668 447 5041
669 140 2449
670 247 8449
671 586 8404
672 595 9716
673 62 3207
674 162 9966
675 500 9873
676 486 3373
677 581 4228
678 1 2390
679 322 398
680 132 2333
681 338 2279
682 627 5617
683 631 5542
684 40 5395
685 198 6158
686 491 9878
687 131 3428
688 594 5103
689 427 8345
690 658 8425
691 48 2925
692 120 9044
693 215 5220
694 128 4076
695 406 5919
696 196 9299
697 161 6212
698 594 5873
699 20 4470
700 211 4405
701 296 8965
702 373 3075
703 581 7266
704 379 2431
705 617 9088
706 115 2147
707 251 5316
708 458 7675
709 649 3428
710 550 9032
711 161 7096
712 155 6876
713 558 2238
714 361 436
715 514 86
716 163 5630
717 556 5092
718 582 1617
719 93 1179
720 116 9248
721 542 6781
722 519 4567
723 413 9722
724 391 6453
725 656 3884
726 198 3231
727 577 8013
728 35 7742
729 514 4170
730 159 322
731 288 9298
732 425 1998
733 38 1240
734 113 6777
735 367 7873
736 240 4526
737 156 3219
738 149 7340
739 148 774
740 197 828
741 431 7684
742 296 8485
743 432 7967
744 654 5749
745 481 4933
746 507 4557
747 110 6709
748 306 6446
749 536 1924
750 48 4668
751 508 1194
752 684 8510
753 731 9932
754 41 8138
755 514 803
756 589 2190
757 683 9219
758 84 5293
759 684 9211
760 375 9421
761 530 5003
762 159 2944
763 418 8224
764 395 5215
765 130 4465
766 67 9290
767 200 6370
768 737 6548
769 211 9022
770 270 2150
771 201 6657
772 381 3397
773 399 682
774 660 2158
775 317 2250
776 467 1372
777 755 2924
778 11 2876
779 351 8617
780 335 6151
781 311 5298
782 281 7412
783 447 2803
784 25 3798
785 306 94
786 745 1900
787 765 3140
788 96 9835
789 369 9868
790 672 9683
791 725 9228
792 715 1257
793 537 9345
794 171 2955
795 427 9617
796 216 6606
797 416 9538
798 611 2338
799 66 4096
800 161 4173
801 125 826
802 335 8728
803 430 9377
804 213 9966
805 654 1514
184443 1
703263 1
104083 1
52917 1
743202 1
190153 1
26950 1
877185 1
394726 1
985303 1
