481 10
153 106 6267
154 74 834
155 62 7574
156 47 4353
157 91 8682
158 95 5816
159 116 3351
160 148 2856
161 117 8401
162 128 4338
163 96 4550
164 53 4528
165 76 9823
166 125 2862
167 77 6458
168 145 8923
169 52 1762
170 68 6690
171 37 9287
172 131 1357
173 29 7904
174 48 9299
175 53 4346
176 99 5493
177 151 6270
178 120 751
179 151 1833
180 136 6080
181 135 5419
182 129 1726
183 58 8221
184 68 2878
185 87 1271
186 150 4562
187 123 9293
188 138 2732
189 5 2362
190 153 2927
191 22 3129
192 76 7561
193 136 1236
194 112 53
195 29 7613
196 115 8848
197 130 6228
198 127 3458
199 130 3324
200 102 7544
201 2 887
202 21 2335
203 72 421
204 135 4669
205 55 1465
206 115 9582
207 169 4903
208 135 8235
209 142 9062
210 191 8646
211 26 438
212 159 7141
213 147 7633
214 35 8724
215 61 3523
216 60 9793
217 10 4642
218 152 5656
219 11 1476
220 34 316
221 36 8166
222 179 2373
223 216 8479
224 174 9385
225 130 5015
226 171 9285
227 158 3006
228 193 2596
229 78 3550
230 129 6396
231 147 103
232 104 9709
233 157 1415
234 104 1968
235 36 403
236 77 5928
237 229 9484
238 202 8893
239 107 779
240 148 9477
241 17 140
242 208 6595
243 235 1553
244 243 4556
245 119 550
246 29 4174
247 213 1070
248 154 9835
249 220 8315
250 30 5246
251 199 8563
252 171 860
253 202 5452
254 183 9264
255 9 7208
256 172 9879
257 85 3900
258 232 6671
259 223 6804
260 192 9409
261 21 4543
262 31 8368
263 45 5774
264 103 4235
265 211 390
266 216 686
267 106 2956
268 30 2793
269 114 6866
270 122 3707
271 110 4683
272 204 2850
273 29 3156
274 53 9030
275 260 3894
276 222 3358
277 89 1639
278 79 7682
279 255 5895
280 5 4214
281 74 9855
282 124 9551
283 81 5782
284 167 3502
285 7 7915
286 107 3071
287 126 6649
288 104 8782
289 45 2221
290 25 423
291 233 1016
292 231 2490
293 94 7794
294 78 2842
295 85 5253
296 250 7985
297 222 4643
298 164 2056
299 23 3368
300 158 7698
301 91 6211
302 298 3866
303 120 509
304 234 1871
305 88 4903
306 47 7242
307 291 7673
308 72 1010
309 87 3053
310 296 337
311 88 6221
312 155 1706
313 143 222
314 154 6515
315 278 9000
316 112 9164
317 10 6473
318 120 2212
319 235 1945
320 225 818
321 52 6378
322 256 9654
323 183 471
324 300 3184
325 87 5650
326 252 2162
327 233 6286
328 97 9423
329 317 60
330 151 6809
331 120 8707
332 23 6445
333 123 7199
334 125 3741
335 195 8206
336 328 3536
337 266 3282
338 284 8439
339 117 7965
340 306 9677
341 171 3006
342 26 6163
343 194 4907
344 51 2144
345 245 8601
346 107 4719
347 79 830
348 103 4891
349 286 8217
350 265 8133
351 287 7492
352 221 6991
353 300 9782
354 31 8193
355 71 9415
356 70 3637
357 213 6365
358 177 6471
359 224 9241
360 123 5161
361 210 5667
362 26 8182
363 332 897
364 187 8577
365 8 1472
366 157 8790
367 122 6840
368 300 4936
369 111 5839
370 100 7027
371 131 2847
372 216 5910
373 145 3515
374 293 920
375 372 2589
376 314 7281
377 68 975
378 117 9956
379 18 4909
380 323 5172
381 213 7393
382 208 7159
383 43 1674
384 200 7461
385 268 1359
386 229 660
387 106 8238
388 336 7247
389 347 9558
390 155 9143
391 386 914
392 389 4637
393 177 730
394 84 9204
395 248 6893
396 187 1702
397 314 2363
398 352 4969
399 342 3906
400 86 804
401 44 6929
402 92 3632
403 328 7404
404 284 4145
405 68 3312
406 86 4491
407 131 1146
408 135 5289
409 242 8134
410 304 3811
411 142 7781
412 90 2007
413 268 4930
414 168 7830
415 252 617
416 406 2921
417 410 8089
418 172 8785
419 409 3138
420 301 5733
421 128 2821
422 399 6058
423 22 6481
424 269 4203
425 343 3004
426 385 3650
427 15 5830
428 310 8609
429 117 8765
430 426 3509
431 253 5294
432 15 5740
433 415 1225
434 222 9078
435 238 1431
436 196 3265
437 68 789
438 38 7137
439 434 9941
440 146 7939
441 186 8084
442 32 8808
443 173 3145
444 417 7744
445 441 5725
446 232 1179
447 233 5906
448 229 9727
449 205 7039
450 29 4746
451 118 7529
452 164 9266
453 260 8219
454 62 2839
455 421 2490
456 81 8859
457 222 9595
458 7 4649
459 401 8089
460 451 3276
461 274 2889
462 111 3682
463 233 4252
464 337 9345
465 391 6669
466 456 8034
467 397 5599
468 26 604
469 13 9652
470 94 1557
471 78 4683
472 437 7497
473 199 9145
474 352 3067
475 226 607
476 472 3119
477 166 8438
478 60 4639
479 362 9557
480 23 6653
481 478 3801
556614 1
592821 1
454063 1
89634 1
630942 1
441829 1
314377 1
812595 1
629603 1
561064 1
