998 10
406 217 1860
407 270 7212
408 25 3530
409 144 628
410 134 7788
411 120 4715
412 329 1940
413 89 3696
414 31 1729
415 229 8797
416 255 3958
417 58 9603
418 65 4061
419 350 3656
420 182 1926
421 393 9716
422 292 7354
423 47 2836
424 367 3301
425 146 8271
426 43 8891
427 274 8387
428 314 3668
429 130 5529
430 213 2615
431 211 1728
432 21 4642
433 134 3488
434 95 2440
435 384 8793
436 91 5377
437 141 8481
438 286 4747
439 434 9245
440 261 3692
441 242 3235
442 300 9868
443 293 7863
444 12 6681
445 441 5509
446 267 3436
447 70 4742
448 406 3420
449 203 3566
450 219 1430
451 409 1329
452 213 2646
453 306 6012
454 230 7373
455 250 6573
456 182 6864
457 183 2572
458 27 7086
459 88 2809
460 407 7827
461 296 9333
462 211 2012
463 245 3320
464 124 1286
465 400 5335
466 61 4934
467 279 2542
468 319 8120
469 224 7715
470 194 8523
471 162 7528
472 235 6112
473 362 9761
474 56 5793
475 177 1749
476 277 7382
477 140 3381
478 281 5351
479 163 1538
480 301 6600
481 332 4814
482 328 9658
483 41 6270
484 434 1541
485 17 8082
486 184 9779
487 455 9185
488 165 8277
489 381 3222
490 66 5224
491 437 6307
492 172 4539
493 219 1786
494 333 3660
495 177 6275
496 99 5042
497 165 6888
498 153 858
499 436 8599
500 289 4822
501 442 7216
502 44 9639
503 466 2235
504 393 3727
505 302 1142
506 247 5010
507 430 9736
508 493 4490
509 412 7625
510 174 1166
511 366 7764
512 401 3440
513 125 7860
514 117 3284
515 229 2426
516 186 7254
517 228 7222
518 306 792
519 285 1294
520 94 4540
521 225 3288
522 496 8879
523 369 4228
524 169 2798
525 512 4302
526 135 2787
527 24 2630
528 59 6246
529 84 8298
530 220 1052
531 206 8038
532 21 6242
533 130 1958
534 400 5192
535 146 6850
536 118 2056
537 406 9932
538 394 1096
539 42 7503
540 37 7100
541 398 2245
542 21 2399
543 52 7636
544 283 5385
545 270 6848
546 417 1142
547 447 1719
548 484 4799
549 317 1961
550 461 2983
551 494 7319
552 200 8897
553 284 9704
554 449 1277
555 252 8666
556 158 1477
557 496 1661
558 40 7584
559 271 9422
560 508 6141
561 395 1244
562 155 5617
563 178 2618
564 53 3650
565 194 6469
566 124 8090
567 467 2322
568 286 8781
569 47 2426
570 315 5297
571 369 2551
572 32 6817
573 468 9088
574 143 5955
575 564 5762
576 229 5341
577 90 377
578 229 5811
579 476 7230
580 508 227
581 477 4670
582 450 9669
583 411 8546
584 460 8025
585 83 4891
586 122 4921
587 462 9987
588 426 383
589 17 5
590 307 536
591 443 1960
592 50 8229
593 540 9874
594 289 3665
595 385 9938
596 437 6430
597 595 1988
598 246 7094
599 491 3120
600 137 4978
601 389 1190
602 597 6553
603 141 6893
604 205 1062
605 472 5734
606 418 3729
607 444 2216
608 285 1741
609 111 3757
610 54 8289
611 401 7278
612 325 6161
613 11 9159
614 491 5712
615 262 6161
616 278 164
617 568 3793
618 272 6537
619 128 4287
620 578 8485
621 82 2668
622 62 1294
623 435 6050
624 531 12
625 622 5934
626 607 5325
627 143 2371
628 623 5648
629 269 3945
630 39 4190
631 489 9487
632 47 4205
633 363 3129
634 474 7650
635 56 2787
636 27 8326
637 292 1115
638 164 5408
639 355 9411
640 268 6213
641 96 5908
642 263 6848
643 326 6680
644 615 3706
645 526 1423
646 264 5754
647 390 5875
648 145 7660
649 151 6111
650 337 3785
651 40 6944
652 387 5647
653 334 3279
654 10 1730
655 166 6631
656 625 3398
657 332 6513
658 104 4380
659 428 4481
660 480 8812
661 207 3555
662 531 8059
663 158 2995
664 339 6455
665 162 3039
666 565 5950
667 271 1285
668 512 7627
669 441 4377
670 302 5166
671 241 4478
672 556 3527
673 29 3560
674 432 1578
675 481 6302
676 25 4237
677 594 9208
678 644 9032
679 410 1190
680 215 5873
681 97 6592
682 190 4533
683 449 3716
684 48 7874
685 642 7833
686 368 1425
687 502 5402
688 156 5706
689 606 2461
690 104 8388
691 493 245
692 616 8072
693 5 9000
694 174 641
695 582 5589
696 160 7980
697 353 6780
698 383 8979
699 290 4798
700 330 8564
701 349 941
702 687 3091
703 670 1958
704 2 9939
705 315 1552
706 122 7126
707 3 294
708 462 3140
709 567 2278
710 570 1790
711 492 9200
712 244 5822
713 686 3818
714 643 1573
715 183 8410
716 129 4567
717 505 578
718 346 6784
719 700 1098
720 412 8294
721 623 7907
722 79 9599
723 46 504
724 519 7825
725 197 1317
726 414 8014
727 534 7851
728 657 5158
729 77 2289
730 583 9312
731 455 7772
732 52 6668
733 472 8484
734 559 602
735 310 2170
736 37 2835
737 127 57
738 10 6160
739 704 5206
740 348 6857
741 358 7872
742 17 1087
743 635 6923
744 169 6911
745 46 8970
746 286 6259
747 61 1488
748 272 7330
749 732 5894
750 392 8322
751 384 1987
752 37 6335
753 83 4538
754 413 809
755 612 5748
756 650 9550
757 588 2559
758 111 9576
759 701 1303
760 149 7455
761 277 942
762 471 4671
763 203 1424
764 379 4782
765 216 2395
766 380 2902
767 636 5171
768 485 5673
769 671 6490
770 315 681
771 282 5888
772 12 1580
773 106 6252
774 200 9160
775 745 8510
776 724 9730
777 358 9104
778 163 4124
779 206 2024
780 116 701
781 570 3347
782 480 9745
783 745 7240
784 584 2320
785 575 846
786 697 5459
787 529 1639
788 769 9619
789 529 4317
790 472 7126
791 172 4862
792 557 65
793 48 3603
794 468 5506
795 167 1896
796 103 1521
797 275 723
798 216 5190
799 40 9020
800 757 6679
801 329 7175
802 513 7954
803 631 2144
804 601 6230
805 572 2132
806 585 776
807 678 3549
808 41 898
809 677 6309
810 707 7986
811 423 479
812 175 3607
813 344 663
814 383 4258
815 224 4297
816 65 7320
817 764 7726
818 365 7219
819 249 495
820 230 6696
821 557 3977
822 483 6767
823 344 9019
824 739 7878
825 307 3059
826 475 1645
827 131 3403
828 536 4668
829 182 3883
830 564 1356
831 68 810
832 415 6359
833 445 2501
834 774 2750
835 718 5891
836 751 6633
837 272 9875
838 304 4855
839 820 7511
840 813 9867
841 779 2519
842 648 1356
843 157 3873
844 727 7188
845 104 5509
846 454 1688
847 221 1522
848 714 126
849 570 9239
850 728 390
851 446 1328
852 200 4005
853 438 5128
854 712 687
855 52 2664
856 788 4469
857 700 1418
858 301 2675
859 299 8363
860 616 6701
861 487 7595
862 553 2673
863 647 7214
864 344 573
865 363 9561
866 440 853
867 340 2626
868 367 2878
869 641 142
870 270 3251
871 272 3792
872 387 1916
873 32 9358
874 326 2932
875 15 5205
876 323 8823
877 365 63
878 673 6882
879 395 2967
880 648 6627
881 352 5784
882 523 1382
883 867 2157
884 389 3031
885 769 624
886 611 7722
887 597 32
888 694 4565
889 613 9760
890 734 8651
891 319 551
892 761 7073
893 634 658
894 94 9191
895 615 6321
896 524 6266
897 152 3132
898 351 3494
899 299 9724
900 635 4225
901 734 4661
902 857 6627
903 469 1056
904 622 9669
905 446 6992
906 794 6697
907 834 3439
908 458 2340
909 161 5373
910 242 8443
911 875 1899
912 907 3553
913 764 7589
914 520 7704
915 576 1683
916 254 8698
917 807 4380
918 126 2059
919 159 544
920 714 9680
921 423 5669
922 906 7999
923 764 1972
924 110 6043
925 766 9035
926 558 5065
927 299 1447
928 323 5776
929 21 9135
930 229 4815
931 309 921
932 927 7762
933 476 747
934 196 4198
935 826 6395
936 542 2105
937 644 7022
938 592 4747
939 155 8298
940 719 8896
941 534 4528
942 108 1305
943 677 10000
944 855 2960
945 633 5656
946 739 8844
947 109 8304
948 715 8708
949 186 3576
950 614 6297
951 591 7331
952 125 4547
953 706 3342
954 710 3398
955 431 4567
956 876 1718
957 597 9038
958 897 7326
959 287 5855
960 78 4687
961 541 1974
962 893 1131
963 361 5145
964 357 3217
965 469 6822
966 908 6076
967 67 5903
968 897 3749
969 304 6625
970 559 9129
971 791 3984
972 185 7999
973 209 1496
974 390 188
975 383 716
976 705 3597
977 634 7363
978 271 7154
979 10 9096
980 750 8660
981 354 4475
982 333 6238
983 265 7892
984 742 2052
985 973 3090
986 489 4066
987 896 8629
988 542 2661
989 848 7718
990 427 5656
991 897 830
992 551 2057
993 51 3598
994 160 9365
995 633 7898
996 680 3688
997 168 6708
998 173 6840
635529 10
515288 13
563220 13
481553 10
154529 9
243307 3
12159 6
3593 1
473822 15
674225 20
