463 10
184 16 8942
185 43 8182
186 4 7847
187 186 1671
188 69 6418
189 105 2294
190 104 5722
191 69 163
192 148 620
193 7 6331
194 89 7659
195 6 1592
196 3 2832
197 28 4046
198 118 2018
199 54 7818
200 34 274
201 189 3137
202 28 7827
203 130 2988
204 84 2536
205 180 4252
206 174 9096
207 142 5442
208 85 5598
209 69 7956
210 54 9408
211 159 2074
212 204 2104
213 44 8051
214 121 4364
215 35 7042
216 95 8978
217 8 7538
218 152 6907
219 109 809
220 104 4584
221 192 6385
222 167 7688
223 199 8021
224 14 7156
225 120 2900
226 204 3020
227 88 3040
228 26 220
229 75 3310
230 112 9208
231 123 2191
232 208 8618
233 14 634
234 164 1129
235 154 2773
236 53 6146
237 109 482
238 187 9764
239 110 5049
240 80 1920
241 49 3233
242 205 263
243 201 608
244 31 8927
245 155 445
246 117 8008
247 161 6442
248 16 8310
249 78 5264
250 8 7976
251 167 3751
252 134 6703
253 44 3517
254 198 1026
255 221 6264
256 53 7706
257 153 8328
258 200 5032
259 115 9674
260 130 3230
261 189 5276
262 1 8503
263 96 8076
264 125 6656
265 65 6395
266 224 8031
267 55 1635
268 147 8616
269 257 9699
270 227 5540
271 46 6665
272 33 4431
273 9 5822
274 173 3621
275 251 8146
276 61 8979
277 51 1552
278 163 184
279 182 6931
280 150 2235
281 182 536
282 111 9607
283 187 3939
284 53 8061
285 56 416
286 266 9531
287 27 3974
288 174 7130
289 210 6809
290 252 3206
291 185 7969
292 214 3412
293 67 4528
294 205 2522
295 2 3308
296 83 9374
297 160 8726
298 126 2977
299 174 6226
300 137 3373
301 181 4054
302 53 3025
303 208 5450
304 299 5817
305 76 7299
306 12 3789
307 282 1599
308 82 7096
309 63 5265
310 168 8661
311 115 7876
312 260 7963
313 167 4837
314 306 4954
315 303 182
316 85 607
317 228 8944
318 87 987
319 185 1777
320 88 8476
321 147 5039
322 52 6703
323 107 1375
324 163 7371
325 126 4468
326 90 3048
327 18 2181
328 22 2043
329 19 7632
330 145 2229
331 304 3836
332 30 1848
333 59 781
334 2 8867
335 51 766
336 161 5536
337 24 399
338 15 4459
339 53 3955
340 66 1015
341 225 4702
342 228 9760
343 246 1015
344 25 3310
345 25 2329
346 27 1276
347 173 8443
348 257 2294
349 29 4783
350 249 3774
351 61 4453
352 344 2368
353 298 5301
354 255 9092
355 4 4563
356 184 9272
357 86 7536
358 70 4375
359 153 7768
360 262 1526
361 199 4208
362 243 3626
363 68 9559
364 248 9849
365 61 8179
366 234 7747
367 143 7786
368 335 1924
369 274 5118
370 156 1834
371 279 9458
372 93 8194
373 302 218
374 298 3101
375 179 4409
376 29 1428
377 354 8307
378 279 264
379 66 1865
380 306 3768
381 110 4833
382 262 9991
383 262 3509
384 132 8011
385 293 8031
386 248 4480
387 354 3995
388 103 9667
389 185 7014
390 314 9931
391 319 5445
392 145 139
393 177 1843
394 10 9570
395 385 844
396 93 9527
397 171 9417
398 124 6509
399 356 3841
400 183 2764
401 135 7345
402 281 5750
403 103 4090
404 334 3711
405 193 2662
406 324 6935
407 145 9851
408 177 6174
409 45 2220
410 91 663
411 324 7636
412 324 1684
413 14 3611
414 59 4444
415 256 8311
416 6 7342
417 392 6348
418 240 1368
419 383 9458
420 137 1576
421 294 9861
422 307 7295
423 416 9445
424 66 1963
425 24 5988
426 213 3680
427 378 8887
428 424 3804
429 245 4027
430 163 9843
431 271 7712
432 422 7781
433 305 4092
434 169 6502
435 71 4521
436 29 658
437 144 8630
438 303 3652
439 187 1423
440 403 3279
441 196 8771
442 113 6572
443 253 5781
444 309 984
445 273 7818
446 183 4236
447 244 8106
448 424 2057
449 71 5702
450 266 4818
451 318 2934
452 32 6784
453 145 4222
454 222 4943
455 92 7618
456 366 3642
457 9 8360
458 56 9635
459 452 1652
460 39 8572
461 48 4138
462 311 5275
463 174 6954
598453 1
496793 1
605036 1
907239 1
483085 1
234208 1
227676 1
130939 1
7284 1
653498 1
