407 10
159 143 8654
160 120 183
161 44 9788
162 160 5204
163 122 3883
164 19 1358
165 83 6098
166 148 2161
167 46 2649
168 69 6324
169 45 6675
170 68 3194
171 145 1628
172 116 1261
173 18 9331
174 35 1468
175 18 3224
176 38 5816
177 94 3329
178 97 3610
179 85 2940
180 68 5149
181 139 4023
182 105 5756
183 100 3739
184 172 299
185 183 2217
186 154 3663
187 51 8265
188 69 5106
189 73 8548
190 141 9911
191 165 3486
192 178 5767
193 75 4081
194 135 5958
195 110 7189
196 24 9814
197 138 6965
198 69 8637
199 160 1563
200 118 5131
201 186 777
202 3 2945
203 180 2455
204 131 9508
205 185 2953
206 165 1657
207 67 9024
208 73 1539
209 48 226
210 174 9195
211 89 6066
212 121 5599
213 66 6634
214 178 8591
215 10 9924
216 87 184
217 98 7741
218 107 3583
219 143 3162
220 115 4711
221 43 3883
222 32 5355
223 47 688
224 63 5002
225 62 9973
226 216 9890
227 15 4357
228 50 7997
229 205 2073
230 23 8307
231 192 4135
232 211 4842
233 196 3342
234 142 823
235 21 7
236 82 3938
237 162 7569
238 142 3939
239 84 1881
240 211 3940
241 52 7479
242 128 4941
243 207 6007
244 231 99
245 229 5460
246 17 7176
247 167 2402
248 18 3474
249 187 2372
250 15 3012
251 18 4098
252 140 6421
253 107 3185
254 67 3095
255 141 579
256 194 7289
257 13 4170
258 94 7927
259 159 5717
260 211 2123
261 122 3912
262 94 1044
263 100 3483
264 250 7586
265 242 561
266 55 8566
267 159 7574
268 178 9019
269 191 3705
270 79 2426
271 208 2546
272 95 2907
273 155 5673
274 136 8126
275 97 6288
276 103 8830
277 67 9354
278 102 6109
279 147 8782
280 57 7557
281 163 2185
282 237 6980
283 151 6600
284 106 6152
285 177 4827
286 2 5282
287 227 1313
288 279 5006
289 38 4192
290 257 4011
291 236 2447
292 132 1678
293 199 1963
294 236 5383
295 136 129
296 108 169
297 289 4436
298 127 888
299 184 9569
300 141 4556
301 172 9302
302 45 1268
303 231 3189
304 234 4344
305 97 8835
306 80 3598
307 81 4017
308 278 7120
309 281 6038
310 282 422
311 134 5266
312 140 7399
313 123 9370
314 175 4177
315 29 1581
316 74 516
317 166 3542
318 212 8484
319 229 8805
320 267 9648
321 254 9860
322 74 2415
323 140 7914
324 10 9333
325 305 5406
326 274 5933
327 246 4051
328 59 5140
329 87 379
330 294 5117
331 1 5642
332 255 5674
333 74 2804
334 248 4889
335 196 4894
336 285 2853
337 244 2197
338 149 514
339 43 2691
340 332 9088
341 334 7256
342 64 4848
343 262 424
344 322 8520
345 228 9933
346 283 5470
347 282 3119
348 54 3286
349 337 140
350 294 3655
351 87 6964
352 284 4337
353 105 9495
354 15 2596
355 314 1684
356 171 2452
357 108 3081
358 236 1694
359 324 5330
360 315 9006
361 204 2342
362 353 3411
363 100 9206
364 78 2630
365 194 2071
366 194 1037
367 343 4279
368 129 9245
369 168 3635
370 122 8256
371 67 5027
372 180 958
373 139 7236
374 16 4687
375 61 9104
376 308 7511
377 8 6124
378 163 6360
379 115 3320
380 223 3726
381 356 3249
382 131 6378
383 377 7444
384 259 3716
385 181 4540
386 309 261
387 307 4404
388 152 5271
389 196 3046
390 268 3004
391 144 9979
392 115 56
393 330 3823
394 4 6858
395 327 9430
396 395 2631
397 362 4159
398 371 9374
399 189 9060
400 164 1109
401 370 6079
402 299 8710
403 287 7711
404 48 6080
405 17 4997
406 32 9373
407 313 505
851531 1
269075 1
163481 1
903923 1
911116 1
247480 1
42064 1
244386 1
981051 1
414136 1
