641 10
245 155 4875
246 100 316
247 92 2124
248 93 6485
249 134 476
250 55 2912
251 90 5673
252 27 2056
253 68 955
254 32 8450
255 216 9832
256 207 229
257 20 8364
258 35 6683
259 172 7424
260 71 7375
261 21 8316
262 1 5435
263 110 3041
264 155 2851
265 249 7541
266 26 1543
267 156 8935
268 15 3496
269 84 280
270 5 5876
271 257 2661
272 231 6931
273 157 627
274 151 826
275 262 6944
276 81 2193
277 71 8280
278 94 2785
279 192 2546
280 71 5456
281 20 9972
282 151 9218
283 20 5420
284 138 6041
285 266 2081
286 133 8658
287 265 2626
288 260 6033
289 62 2750
290 93 1438
291 128 3926
292 9 9541
293 146 9102
294 88 1051
295 268 239
296 29 8564
297 139 3078
298 3 56
299 283 5177
300 272 3531
301 299 4394
302 51 3521
303 77 5164
304 164 3337
305 146 3167
306 162 8873
307 164 2657
308 98 9422
309 230 6086
310 27 5706
311 233 7008
312 287 7012
313 52 2130
314 50 2955
315 207 9997
316 198 7186
317 90 4899
318 107 5369
319 132 412
320 200 2603
321 278 3057
322 123 1865
323 263 3183
324 306 2734
325 164 6553
326 40 9126
327 100 8265
328 260 6403
329 143 2897
330 314 3245
331 73 9218
332 148 3968
333 167 21
334 284 4500
335 290 7096
336 19 6991
337 26 1577
338 225 4913
339 255 2796
340 33 6310
341 318 2264
342 7 7181
343 44 197
344 335 3791
345 17 2168
346 340 7641
347 144 14
348 284 8569
349 9 9507
350 150 2938
351 339 8017
352 284 8667
353 136 4466
354 237 849
355 233 5145
356 208 2645
357 45 3542
358 274 1571
359 327 5508
360 242 9438
361 356 6284
362 119 8538
363 179 4477
364 75 3525
365 284 7416
366 220 5453
367 42 2302
368 358 9270
369 292 2952
370 88 4822
371 246 1006
372 4 3178
373 301 9874
374 37 5444
375 153 7884
376 262 1239
377 93 906
378 6 2178
379 210 6904
380 371 4009
381 335 9868
382 56 9942
383 74 7963
384 168 744
385 207 6661
386 9 5324
387 199 9972
388 12 8129
389 106 7764
390 345 5011
391 68 5300
392 158 7080
393 217 3821
394 123 9974
395 113 9452
396 214 3415
397 265 6987
398 316 4891
399 373 4320
400 58 3555
401 225 9358
402 343 515
403 221 9905
404 353 3003
405 398 3123
406 15 4919
407 91 2547
408 46 4567
409 276 2699
410 7 2245
411 231 8365
412 41 768
413 16 6668
414 402 2797
415 414 2446
416 53 4428
417 191 4084
418 369 1124
419 363 2009
420 402 4722
421 183 4576
422 83 2935
423 267 9358
424 301 6113
425 200 1630
426 299 9158
427 81 6872
428 321 5214
429 323 9364
430 347 4902
431 401 5714
432 317 1127
433 148 2211
434 424 5338
435 94 9638
436 73 4918
437 112 6016
438 341 8202
439 101 9353
440 275 6665
441 67 3830
442 319 2037
443 59 5151
444 161 380
445 148 567
446 297 1186
447 162 2295
448 390 7430
449 145 5538
450 102 7743
451 243 7697
452 9 847
453 243 4599
454 292 5938
455 243 7569
456 52 1208
457 380 5938
458 366 9206
459 96 1324
460 65 7370
461 101 1697
462 177 5315
463 310 2577
464 165 2741
465 47 9564
466 80 774
467 382 8983
468 198 7161
469 103 7589
470 431 932
471 468 2932
472 146 6974
473 456 6697
474 469 6444
475 240 42
476 104 5706
477 209 9429
478 71 2020
479 65 4847
480 170 5821
481 164 5428
482 24 1357
483 294 3098
484 109 3247
485 172 7304
486 18 516
487 294 8732
488 167 2575
489 41 6975
490 474 3760
491 142 4832
492 156 6090
493 187 8806
494 404 2280
495 338 982
496 459 1890
497 203 6842
498 323 4932
499 377 3301
500 299 6377
501 430 4195
502 166 4658
503 171 1735
504 322 7078
505 500 7740
506 80 5222
507 54 8215
508 238 1605
509 98 8515
510 485 9356
511 349 2479
512 362 4628
513 275 7525
514 308 8005
515 382 2121
516 62 4360
517 513 44
518 2 747
519 294 4437
520 400 6400
521 202 6683
522 471 6693
523 286 8920
524 129 4776
525 256 1946
526 470 7453
527 376 2198
528 181 4346
529 189 4921
530 372 6538
531 416 8344
532 286 2106
533 329 1878
534 406 6276
535 464 1543
536 419 8098
537 224 7220
538 88 776
539 410 8816
540 350 1088
541 345 6241
542 42 7785
543 159 7748
544 309 8853
545 224 3257
546 426 9413
547 131 4482
548 507 9667
549 502 8487
550 219 6800
551 176 7119
552 442 9279
553 526 5152
554 14 6616
555 288 3901
556 291 5588
557 344 9954
558 43 2084
559 267 4910
560 146 8347
561 534 9347
562 133 4500
563 133 5364
564 166 8831
565 345 2401
566 347 2395
567 71 4015
568 337 1265
569 88 8509
570 539 489
571 252 276
572 464 5968
573 20 5898
574 464 9644
575 17 365
576 527 6428
577 113 2385
578 288 9106
579 508 2233
580 450 9912
581 99 3524
582 530 581
583 539 6194
584 179 7265
585 27 7395
586 352 2701
587 57 8281
588 201 4996
589 9 5907
590 277 3236
591 8 1806
592 98 9003
593 177 5851
594 470 67
595 339 3611
596 247 8676
597 540 559
598 163 2318
599 213 2069
600 48 1489
601 354 8190
602 339 329
603 137 4198
604 211 179
605 469 424
606 23 6255
607 499 9789
608 448 998
609 164 14
610 429 6298
611 65 1886
612 591 5568
613 54 1098
614 174 865
615 540 6564
616 449 5829
617 550 3655
618 585 5416
619 480 810
620 418 4997
621 175 2715
622 582 4003
623 336 1143
624 532 4561
625 624 5520
626 596 3598
627 554 837
628 274 6528
629 325 5694
630 524 5492
631 481 4968
632 387 1685
633 375 4881
634 336 5772
635 403 9324
636 591 7852
637 413 5453
638 63 7994
639 93 7095
640 330 185
641 169 8919
426145 18
88746 5
491388 10
423736 15
999520 15
922623 15
82308 15
523074 18
540544 1
423078 19
