406 10
302 210 3389
303 288 4584
304 215 8096
305 57 4991
306 226 9742
307 94 8426
308 262 6879
309 143 7620
310 267 3672
311 191 1926
312 279 3189
313 251 3852
314 218 7829
315 52 2974
316 242 1431
317 201 8955
318 44 4219
319 245 7455
320 197 5517
321 56 6478
322 69 226
323 274 5670
324 104 9046
325 197 7230
326 223 8640
327 218 9432
328 183 3719
329 173 662
330 116 9005
331 181 873
332 230 5800
333 83 8893
334 34 4783
335 63 8775
336 72 4740
337 121 6143
338 90 8911
339 85 5887
340 147 89
341 167 818
342 117 6436
343 250 1615
344 277 639
345 58 1582
346 299 4932
347 27 5827
348 99 4357
349 175 2665
350 73 152
351 212 6760
352 272 7243
353 114 1483
354 304 1090
355 88 8297
356 255 6278
357 125 3170
358 193 6784
359 302 5416
360 179 4330
361 36 7725
362 163 1528
363 292 9385
364 258 2428
365 186 7958
366 166 4670
367 291 8773
368 136 8356
369 76 1525
370 175 778
371 288 329
372 93 7691
373 52 6648
374 71 649
375 315 5096
376 299 351
377 129 9651
378 292 3263
379 282 6929
380 34 3879
381 289 3260
382 48 3248
383 271 5168
384 142 7419
385 85 7554
386 118 4395
387 181 4825
388 318 3596
389 54 8705
390 359 2805
391 246 6268
392 387 7661
393 2 6193
394 101 9738
395 191 9828
396 137 703
397 269 6758
398 57 752
399 370 4626
400 160 6690
401 210 3760
402 35 2877
403 42 4325
404 363 4689
405 225 6402
406 62 9384
35163 4
404187 18
515074 19
551032 8
848039 20
671640 19
984582 9
19416 10
184701 1
551275 7
